sport_licence,niveau_etude,revenu_estime_mois,risque_personnel,loyer_mensuel,montant_pret,anciennete_jours,sit_fam_célibataire,sit_fam_divorcé,sit_fam_marié,sit_fam_veuf,region_Auvergne-Rhône-Alpes,region_Bretagne,region_Corse,region_Hauts-de-France,region_Normandie,region_Occitanie,region_Provence-Alpes-Côte d’Azur,region_Île-de-France,age_tranche
0,-0.6988921419928146,-0.589336959751495,0.0720666081842009,0.0953560520430004,0.0,0.9850984600612036,1,0,0,0,0,0,0,0,0,1,0,0,1
1,-1.402427618128122,-0.4072097301134229,0.0031231391473683,0.6422246699213584,0.0,-1.4503718976025812,0,0,1,0,1,0,0,0,0,0,0,0,1
0,-1.402427618128122,1.206784433488731,0.5891426259604448,0.8076044347177798,0.0,0.3584378762289681,0,1,0,0,0,0,0,0,0,0,1,0,1
0,-1.402427618128122,1.1287299065009857,-1.582576648699779,0.147869459608956,0.0,1.3583173673297095,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1.411714286413108,-1.7514821393468127,0.0031231391473683,0.1270888146028234,0.4226693805829996,0.0216729087401768,0,0,1,0,1,0,0,0,0,0,0,0,0
0,-1.402427618128122,0.6499954743094817,-0.1692355334447128,0.628202111541329,0.0,0.5094613410306427,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0.0046433341424929,-1.7514821393468127,-0.9620854273682866,0.364142853707222,0.0,-0.019988736722354,0,0,0,1,0,0,0,0,1,0,0,0,3
1,0.7081788102778006,0.2449792064952927,-1.6859918522550277,0.5190110867944494,0.5383587838046109,-0.5251361879555411,0,0,1,0,0,0,0,0,0,0,0,1,2
1,0.0046433341424929,-1.4635476620142414,0.0375948736657846,0.6287271590389841,0.5758560716267586,0.6518052963609565,0,0,1,0,0,0,1,0,0,0,0,0,2
0,1.411714286413108,1.834689739479037,1.037275174699856,1.0,0.0377560687396944,1.2420119404134775,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0.7081788102778006,-1.7514821393468127,1.5888229269945155,1.0,0.0,0.0286165163172653,0,1,0,0,0,0,0,0,0,0,1,0,2
0,-1.402427618128122,-1.4045731305123894,-1.2378593035156165,0.7351476876457997,0.0,0.2456042531012803,0,0,1,0,0,0,0,1,0,0,0,0,0
1,-0.6988921419928146,1.1564826272077395,-0.341594206036794,1.0,0.0,-1.3340664706863492,0,0,1,0,0,0,0,0,0,0,1,0,2
0,0.7081788102778006,-0.274517034234256,1.037275174699856,0.1213554267574132,0.4128383485345002,0.514669046713459,0,0,1,0,0,0,0,0,0,0,1,0,2
0,1.411714286413108,-0.7350387434619527,-1.306802772552449,0.7294408503883986,0.0,-0.9816783861491089,1,0,0,0,0,0,1,0,0,0,0,0,3
0,0.7081788102778006,-0.2190115928207483,-1.306802772552449,1.0,0.6940952627911318,1.0823089661404424,0,0,1,0,1,0,0,0,0,0,0,0,3
1,-1.402427618128122,-0.1470279734876055,-1.4446897106261138,1.0,0.2982026953921656,1.337486544598444,0,0,1,0,1,0,0,0,0,0,0,0,1
1,0.7081788102778006,-0.2927297571980632,-1.6515201177366114,1.0,0.4584815882705338,-1.4208615653999552,0,0,1,0,0,0,0,0,0,0,0,1,0
1,-0.6988921419928146,-1.38462586250441,0.2444252807762819,0.7351476876457997,0.0,0.7386003910745625,0,0,0,1,0,0,0,0,0,0,1,0,1
0,0.7081788102778006,-0.2649770364913094,1.2441055818103532,1.0,0.0,-1.722908495003304,0,0,1,0,0,0,0,1,0,0,0,0,2
0,-0.6988921419928146,-0.4861315296232541,0.0031231391473683,0.5190110867944494,0.0,-1.7159648874262157,0,0,1,0,0,0,1,0,0,0,0,0,2
0,-0.6988921419928146,0.145242866455396,0.5201991569236122,0.5190110867944494,0.0,1.5631537908538198,1,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.402427618128122,-0.6344351308999701,1.3819925198840184,1.0,0.0,-1.6899263590121338,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0.7081788102778006,-0.3421642909569685,1.485407723439267,1.0,0.0,0.6066718471098814,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.0046433341424929,-0.9804768672123072,0.3478404843315307,0.114323368846348,0.0220180577007599,0.8219236819996243,1,0,0,0,0,0,0,0,0,0,0,1,0
1,-1.402427618128122,0.2866082875554234,1.347520785365602,1.0,0.0,1.0389114187836392,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.7081788102778006,-0.6162224079361628,-0.7552550202577889,0.5190110867944494,0.0,-1.5753568339901738,0,0,0,1,0,0,1,0,0,0,0,0,0
1,0.7081788102778006,1.6048625211262315,-1.2033875689972002,1.0,0.1883734333693274,-1.0823606960168917,0,0,1,0,1,0,0,0,0,0,0,0,0
1,0.7081788102778006,1.9587097101373432,-0.341594206036794,0.2899052932829898,0.7086938419012279,0.788941546008454,0,0,1,0,0,1,0,0,0,0,0,0,0
0,1.411714286413108,-1.5563458218774495,1.037275174699856,1.0,0.4606496040739832,-1.6326415965011538,0,0,0,1,0,0,0,0,0,0,0,1,3
0,-1.402427618128122,-0.3430315634790545,0.1065383427026172,0.5190110867944494,0.0,-0.3098843530657981,1,0,0,0,0,0,0,0,0,0,0,1,0
0,-0.6988921419928146,0.7826881701886486,0.3478404843315307,0.4533680286669392,0.3512456663398389,1.7141772556554942,0,0,1,0,0,0,0,0,1,0,0,0,2
0,-0.6988921419928146,1.1434735393764488,0.0031231391473683,0.5190110867944494,0.0,0.0425037314714422,0,0,1,0,0,0,0,1,0,0,0,0,2
1,-1.402427618128122,-1.6127185358130434,0.4857274224051959,0.90380221735889,0.0,-1.434748780554132,1,0,0,0,0,0,0,1,0,0,0,0,0
0,0.7081788102778006,-0.3889970071496156,0.3478404843315307,1.0,0.4071889447784549,0.8479622104137061,0,0,0,1,0,0,0,0,0,0,0,1,3
1,-1.402427618128122,0.1686592245517195,1.3130490508471857,1.0,0.1068232683144588,-0.3255074701142472,0,0,1,0,1,0,0,0,0,0,0,0,3
1,-0.6988921419928146,0.2285010285756576,1.1406903782551043,0.0935917847093624,0.3107758636776948,0.8826802482991485,0,0,0,1,0,0,0,0,0,1,0,0,1
0,-0.6988921419928146,-0.6344351308999701,0.209953546257866,0.5190110867944494,0.2550735801482087,-1.3410100782634375,0,1,0,0,1,0,0,0,0,0,0,0,2
1,0.7081788102778006,0.0697901570339089,1.6577663960313482,0.5190110867944494,0.1436979221621943,-1.6743032419636847,0,1,0,0,0,0,0,1,0,0,0,0,1
0,1.411714286413108,0.4236373460450206,-1.5481049141813628,0.383051105072028,0.0,-1.1656839869419535,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0.0046433341424929,-1.7514821393468127,-0.341594206036794,0.5190110867944494,0.0,-1.0337554429772724,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1.411714286413108,1.0194535687181423,-1.1344440999603675,0.5190110867944494,0.5658974662425834,0.2560196644669131,0,0,1,0,0,0,0,1,0,0,0,0,0
1,1.411714286413108,0.6803500125824937,-0.7552550202577889,0.5190110867944494,0.2122182161236915,-1.4590514070739418,0,0,1,0,0,0,0,1,0,0,0,0,3
1,0.0046433341424929,-1.4071749480786475,-1.5481049141813628,0.5190110867944494,0.2865153516886355,-1.679510947646501,1,0,0,0,1,0,0,0,0,0,0,0,1
1,0.7081788102778006,1.525073449094314,0.6925578295156931,1.0,0.7766697847473217,0.4365534614712136,1,0,0,0,0,0,0,0,0,0,0,1,3
0,0.7081788102778006,0.4791427874585283,0.209953546257866,0.4498431495154036,0.5342825203286494,0.4174585406342203,1,0,0,0,0,0,0,0,0,0,1,0,1
0,-1.402427618128122,0.0151519881424873,1.6232946615129318,1.0,0.0,-1.606603068087072,0,1,0,0,0,0,0,0,0,1,0,0,1
0,0.7081788102778006,1.7392897620495704,1.071746909218272,0.1293369567831461,0.2653804141396661,-1.4087102521400503,0,0,0,1,1,0,0,0,0,0,0,0,1
0,0.7081788102778006,-1.0620004842883966,0.0720666081842009,0.3775137683076405,0.0,1.512812635919928,0,0,0,1,0,1,0,0,0,0,0,0,0
1,1.411714286413108,-0.5728587818318599,-1.6515201177366114,0.0906452466270652,0.0,0.6066718471098814,1,0,0,0,0,0,0,0,0,1,0,0,3
1,0.0046433341424929,-0.826969630803075,-0.7552550202577889,0.7213377263654073,0.0379150680757637,1.4780945980344855,1,0,0,0,0,0,0,1,0,0,0,0,1
1,-0.6988921419928146,1.22239533888628,-0.341594206036794,0.5348933407084967,0.3684323803092908,-1.7038135741663107,0,0,1,0,0,0,0,0,0,0,1,0,2
1,-1.402427618128122,1.0844990078745969,-0.341594206036794,0.5424975830307112,0.0,-0.0842171068104225,0,1,0,0,0,1,0,0,0,0,0,0,1
1,-1.402427618128122,1.931824261952675,-1.306802772552449,0.5190110867944494,0.0,1.189934883585314,0,0,1,0,0,0,1,0,0,0,0,0,3
0,0.7081788102778006,0.6022954855947485,1.106218643736688,0.4303259661864794,0.253760034730422,1.524963949179833,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1.411714286413108,1.806069746250197,-0.4794811441104591,0.7199684471272938,0.7181787143640429,-1.505920758219289,0,1,0,0,0,0,0,0,0,0,1,0,3
0,0.0046433341424929,0.5927554878518019,-1.306802772552449,0.1288752074264688,0.0,1.306240310501546,0,0,0,1,0,0,0,0,0,1,0,0,2
0,1.411714286413108,1.1668898974727722,0.0720666081842009,0.1465967629446141,0.9344150831798602,-1.1361736547393275,1,0,0,0,1,0,0,0,0,0,0,0,3
1,-1.402427618128122,-0.5797969620085484,0.5891426259604448,0.0715307472162766,0.2608343100953344,-0.6709519470743992,0,0,1,0,0,0,0,0,1,0,0,0,2
1,0.7081788102778006,-0.799216910096321,-0.3760659405552102,1.0,0.6162933153349999,-1.115342832008062,0,0,1,0,0,0,0,0,0,1,0,0,3
0,-1.402427618128122,-0.6500460362975191,1.1406903782551043,0.0558687862244775,0.0930153597593528,-0.0842171068104225,0,0,0,1,0,1,0,0,0,0,0,0,2
1,0.7081788102778006,-1.245862258970641,-0.0313485953710478,1.0,0.5177278831324639,0.4070431292685875,0,0,1,0,0,1,0,0,0,0,0,0,1
0,1.411714286413108,0.5268427761732615,-1.1344440999603675,0.5190110867944494,0.363313831250584,-0.4557001121846563,0,0,1,0,0,0,0,1,0,0,0,0,3
1,-0.6988921419928146,0.4522573392738605,0.5546708914420284,0.0983939780188066,0.2704305237500592,0.9660035392242105,0,0,1,0,0,0,0,0,1,0,0,0,1
1,1.411714286413108,0.1920755826480431,0.3478404843315307,0.4617634015535941,0.0,0.1049961996652386,0,1,0,0,1,0,0,0,0,0,0,0,1
1,1.411714286413108,0.4678682446714096,0.6580860949972769,0.6514619658016882,0.7163478628264466,0.3948918160086827,0,0,0,1,0,1,0,0,0,0,0,0,2
1,-1.402427618128122,0.1244283259253306,0.0375948736657846,0.110022365984464,0.0,-0.756011139893733,0,0,1,0,0,0,0,1,0,0,0,0,0
0,1.411714286413108,0.7297845463413991,0.5201991569236122,1.0,0.4159284569191638,1.3253352313385391,0,0,1,0,0,0,0,0,0,1,0,0,2
0,1.411714286413108,0.0090810804878849,0.6925578295156931,1.0,0.0,-0.913978212272496,0,1,0,0,0,0,0,0,1,0,0,0,1
1,1.411714286413108,0.1218265083590724,0.1065383427026172,0.1271609629398042,0.9301471481425108,1.6152308476819832,0,0,0,1,0,0,0,0,0,1,0,0,1
1,1.411714286413108,-1.7514821393468127,1.6232946615129318,0.091821745508766,0.733113944997593,1.2576350574619266,0,0,1,0,0,0,0,0,1,0,0,0,2
1,-1.402427618128122,-0.4306260882097464,1.347520785365602,0.1373290685649695,0.0,-0.2039943375151988,0,0,1,0,1,0,0,0,0,0,0,0,0
0,0.0046433341424929,-1.4011040404240451,-0.7207832857393729,0.1405141771482167,0.1578282816049594,0.6969387456120316,0,0,1,0,0,0,1,0,0,0,0,0,3
0,1.411714286413108,-1.6925076078449608,0.0375948736657846,1.0,0.0,-0.5129848746956363,0,0,0,1,0,0,0,0,0,0,0,1,1
0,-0.6988921419928146,0.9578772196500324,-0.9965571618867028,0.1412904932541304,0.0,-1.6031312642985278,0,0,0,1,0,0,0,0,0,0,1,0,0
1,0.7081788102778006,-0.2034006874231992,-1.47916144514453,0.5190110867944494,0.60565818725121,0.6222949641583304,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0.7081788102778006,-0.604080592626958,-0.8241984892946215,0.5190110867944494,0.2402790422897082,-0.8740524687042373,0,0,0,1,0,0,0,0,0,0,0,1,3
1,-1.402427618128122,-0.4158824553342834,-0.7207832857393729,1.0,0.3861383440022295,-0.0477631670307079,0,0,1,0,0,1,0,0,0,0,0,0,1
0,-1.402427618128122,-1.2666767995007062,0.7615012985525257,0.0361790240734951,0.0,-0.1189351446958649,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0.0046433341424929,-0.1721788766281011,0.1065383427026172,0.5190110867944494,0.3883196480061041,0.4677996955681117,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.7081788102778006,2.568402293163842,-1.4446897106261138,0.5190110867944494,0.5523064677453894,-1.406974350245778,0,1,0,0,0,0,0,0,0,0,1,0,0
1,-0.6988921419928146,0.9604790372162904,0.9338599711446072,0.370784156225199,0.0,-0.0304041480879867,0,0,0,1,1,0,0,0,0,0,0,0,0
0,0.0046433341424929,-1.1305150135331952,1.0028034401814396,0.5190110867944494,0.2741610155813224,-1.3358023725806212,0,1,0,0,0,0,0,0,0,0,1,0,3
1,-0.6988921419928146,-0.6838696646588753,-0.8586702238130378,0.5190110867944494,0.1023703638562952,0.5320280656561802,0,1,0,0,0,1,0,0,0,0,0,0,0
0,-1.402427618128122,1.9448333497839665,-1.617048383218195,0.1810317212188259,0.0,-0.3914717420965878,0,0,1,0,0,0,0,0,0,1,0,0,3
1,0.0046433341424929,0.8329899764696399,1.2441055818103532,1.0,0.4258801290591051,1.6343257685189767,0,1,0,0,0,0,0,1,0,0,0,0,1
0,-1.402427618128122,1.685518865680235,-1.2033875689972002,0.5569593804862798,0.0,-0.1102556352245043,0,0,1,0,1,0,0,0,0,0,0,0,0
0,1.411714286413108,-0.738507833550297,1.1406903782551043,0.1486323080253,0.6323286741242314,-0.2890535303345327,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-0.6988921419928146,-1.3403949638780213,-1.0999723654419515,0.1006103749308578,0.0,0.1865835886960282,0,0,1,0,0,1,0,0,0,0,0,0,1
0,0.7081788102778006,-0.4566442638723281,-0.1002920644078804,0.2003740169789086,0.0198639933823897,-1.478146327910935,0,1,0,0,0,1,0,0,0,0,0,0,1
0,-1.402427618128122,0.728050001297227,0.2788970152946982,0.4370153675957769,0.0,1.3183916237614508,1,0,0,0,0,0,0,0,1,0,0,0,2
1,0.0046433341424929,0.2978828303425422,-0.5484246131472915,0.1404006637647002,0.0920739749159994,1.7211208632325827,0,0,1,0,0,0,0,0,0,0,1,0,0
0,-0.6988921419928146,-0.2623752189250511,0.3133687498131144,0.5190110867944494,0.0305663586810069,0.1379783356564088,0,0,0,1,0,0,0,0,0,0,1,0,2
1,0.7081788102778006,0.9396644966862252,-0.5484246131472915,0.5270584161035089,0.4486825334155422,-0.4782668368101938,0,0,1,0,0,0,0,0,0,0,0,1,1
0,1.411714286413108,0.5008246005106798,1.1406903782551043,0.5190110867944494,0.0,-1.3080279422722674,0,0,1,0,0,0,1,0,0,0,0,0,3
0,0.0046433341424929,-0.3291552031256776,-1.4102179761076978,0.1147908900699838,0.0,1.670779708298691,1,0,0,0,0,0,0,0,1,0,0,0,1
0,-0.6988921419928146,0.2232973934431412,-0.617368082184124,0.1507727086890647,0.0,-0.5025694633300035,0,1,0,0,0,0,0,1,0,0,0,0,3
0,0.7081788102778006,-1.2528004391473293,-0.3071224715183779,1.0,0.2583023667178356,1.7193849613383103,0,0,1,0,0,0,0,0,0,0,1,0,2
0,-1.402427618128122,0.953540857039602,-0.2381790024815453,1.0,0.3246491943436713,-0.2022584356209266,0,0,1,0,0,1,0,0,0,0,0,0,1
1,0.0046433341424929,0.0671883394676508,-0.6863115512209566,0.1874144440970635,0.364937183794571,-0.7091417887483858,0,0,0,1,0,0,1,0,0,0,0,0,1
1,-1.402427618128122,0.5485245892254129,1.3130490508471857,0.3608086385608811,0.0489349034258998,1.6013436325278063,1,0,0,0,0,0,1,0,0,0,0,0,0
0,-1.402427618128122,0.6274463887352443,0.209953546257866,0.08825569370626,0.0,1.031967811206551,1,0,0,0,0,1,0,0,0,0,0,0,0
1,1.411714286413108,-0.8980859776141317,-0.8586702238130378,0.5190110867944494,0.4373895388194036,-0.1380300655328582,0,0,1,0,0,0,0,0,1,0,0,0,2
1,0.0046433341424929,-0.6266296782011955,-0.6518398167025403,0.0653288761694043,0.2450715650654544,-0.9330731331094894,0,1,0,0,0,0,1,0,0,0,0,0,1
0,0.0046433341424929,0.4045573505591273,0.8304447675893583,0.5190110867944494,0.2880259936126931,1.1118192983430684,0,1,0,0,1,0,0,0,0,0,0,0,3
1,-1.402427618128122,-0.5112824327637499,-0.617368082184124,0.1292975156922633,0.2509871897590738,-1.3635768028889752,0,0,1,0,0,1,0,0,0,0,0,0,0
0,-1.402427618128122,1.9526388024827408,-0.1002920644078804,0.6296202592530242,0.4882527554497075,1.1100833964487964,0,0,0,1,1,0,0,0,0,0,0,0,3
0,-1.402427618128122,0.0697901570339089,-0.8241984892946215,1.0,0.0,-0.6136671845634192,0,0,1,0,0,0,0,0,0,1,0,0,2
0,0.0046433341424929,-0.5563806039122249,1.485407723439267,0.4450353767345661,0.0,1.3409583483869882,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0.0046433341424929,1.9587097101373432,0.4857274224051959,0.5190110867944494,0.2154340821482673,-1.030283639188728,1,0,0,0,1,0,0,0,0,0,0,0,3
1,-0.6988921419928146,-0.2354897707403834,-1.6515201177366114,1.0,0.0,-0.3845281345194993,1,0,0,0,0,0,0,0,0,0,0,1,3
0,-0.6988921419928146,0.4505227942296884,1.4509359889208508,0.1230254202640629,0.0,0.2733786834096343,0,0,1,0,0,0,0,1,0,0,0,0,1
0,-0.6988921419928146,-0.5381678809484176,-1.3412745070708652,0.3421381881147639,0.0,1.21944521578794,0,0,0,1,0,0,0,0,0,0,0,1,1
0,-1.402427618128122,0.6161718459481255,-0.6518398167025403,1.0,0.0,-1.2385918665013826,1,0,0,0,0,0,0,0,0,0,0,1,1
1,-1.402427618128122,1.100977185794232,0.623614360478861,0.4528856929847766,0.4575063874212461,1.3999790127922405,0,1,0,0,0,0,0,0,0,0,0,1,2
1,-0.6988921419928146,1.463497100026204,0.9683317056630234,0.8076044347177798,0.5347503120580993,-0.4452847008190235,1,0,0,0,0,0,1,0,0,0,0,0,2
1,-0.6988921419928146,-0.9405823311963484,-0.893141958331454,0.5443070633221905,0.0,0.7108259607662086,1,0,0,0,0,0,0,0,0,0,0,1,3
0,0.7081788102778006,-0.5711242367876879,0.9683317056630234,0.5190110867944494,0.0,1.3340147408099,0,0,1,0,0,0,1,0,0,0,0,0,1
1,0.0046433341424929,-0.4523079012618979,0.3133687498131144,0.7114066520766696,0.0,-0.3897358402023156,0,1,0,0,0,0,0,0,0,1,0,0,3
1,1.411714286413108,-1.6630203420940348,-0.5139528786288754,1.0,0.1251922625683227,-0.7455957285281004,0,0,0,1,0,0,0,0,1,0,0,0,2
1,0.7081788102778006,0.8277863413371236,0.7270295640341095,0.1609889132055506,0.412886320759497,0.9816266562726592,1,0,0,0,0,0,0,0,1,0,0,0,1
0,1.411714286413108,-0.5303624282496431,-0.1002920644078804,0.5190110867944494,0.5061458643467492,-1.4295410748713158,0,0,1,0,0,1,0,0,0,0,0,0,2
0,1.411714286413108,-1.1652059144166376,-0.617368082184124,0.5319743151920348,0.0,1.4121303260521452,0,0,1,0,0,0,1,0,0,0,0,0,2
0,-1.402427618128122,0.5138336883419706,0.6925578295156931,0.097989947331714,0.0,1.1135552002373406,0,1,0,0,0,0,0,1,0,0,0,0,1
1,0.7081788102778006,-0.1236116153912819,-0.203707267963129,0.5190110867944494,0.4674661023751196,0.2178298227929264,0,0,0,1,0,0,0,0,0,0,1,0,1
1,1.411714286413108,1.2926444131752506,0.2444252807762819,1.0,1.0,-1.7020776722720388,0,0,0,1,0,0,0,0,0,0,0,1,2
1,-0.6988921419928146,-0.0620352663231718,-0.5828963476657077,1.0,0.0,1.5787769079022689,0,0,0,1,0,0,0,0,0,0,1,0,2
0,0.0046433341424929,1.5606316224998424,-1.4446897106261138,0.733507515451769,0.0,1.6794592177700518,1,0,0,0,0,0,0,0,0,0,0,1,1
1,0.0046433341424929,2.061915140265584,-0.7897267547762052,1.0,0.9008788497313304,-0.6223466940347798,0,0,0,1,1,0,0,0,0,0,0,0,1
0,-0.6988921419928146,1.4843116405562695,-1.5136331796629463,0.5190110867944494,0.0,0.6118795527926978,0,0,1,0,0,0,0,0,0,0,1,0,1
0,1.411714286413108,-0.2242152279532646,0.795973033070942,0.1086890647170582,0.6104250262877972,-0.1987866318323824,0,0,1,0,0,0,0,0,1,0,0,0,3
0,-1.402427618128122,-1.6257276236443343,-1.617048383218195,1.0,0.0,-1.4590514070739418,0,0,0,1,0,0,0,1,0,0,0,0,0
1,0.7081788102778006,0.5823482175867692,0.8304447675893583,1.0,0.0797620763091996,1.6621001988273305,0,0,0,1,0,0,0,0,0,0,1,0,0
0,0.7081788102778006,-0.0585661762348275,-0.0313485953710478,0.5297344460210192,0.0,-0.7872573739906312,0,0,1,0,0,1,0,0,0,0,0,0,3
1,0.7081788102778006,0.0446392538934133,-0.3071224715183779,1.0,0.826887596792637,1.5423229681225543,0,0,1,0,0,0,0,0,0,0,0,1,2
0,0.0046433341424929,1.417531656355643,0.8993882366261908,0.5190110867944494,0.2580258790394294,0.4261380501055808,1,0,0,0,0,0,0,1,0,0,0,0,1
1,0.0046433341424929,-1.3447313264884515,-1.6515201177366114,0.1084120151030518,0.0,-1.3948230369858734,0,0,1,0,0,0,0,0,0,1,0,0,0
0,-0.6988921419928146,0.5216391410407452,0.7615012985525257,0.5190110867944494,0.1664262845579575,0.125827022396504,1,0,0,0,0,0,0,0,0,0,0,1,0
0,0.7081788102778006,0.7497318143493784,0.5201991569236122,1.0,0.0,1.3548455635411651,0,1,0,0,0,0,0,0,0,1,0,0,0
1,-1.402427618128122,-0.2034006874231992,-0.9965571618867028,1.0,0.0565219243177428,1.1170270040258847,1,0,0,0,1,0,0,0,0,0,0,0,3
1,1.411714286413108,-0.0316807280501597,1.6922381305497645,0.0412245977730213,0.6549824172824883,-1.533695188527643,0,0,1,0,1,0,0,0,0,0,0,0,0
0,-0.6988921419928146,-0.0464243609256227,-1.1689158344787838,0.3543478030831389,0.1161119273866667,0.4296098538941251,0,0,0,1,0,0,0,1,0,0,0,0,3
1,1.411714286413108,0.1426410488891378,0.9683317056630234,0.5190110867944494,0.3703929342603405,0.5042536353478263,0,0,0,1,0,1,0,0,0,0,0,0,3
1,-1.402427618128122,1.494718910821302,-1.6515201177366114,1.0,0.3507508703039512,0.0563909466256192,0,0,0,1,0,0,0,1,0,0,0,0,1
0,-0.6988921419928146,-0.2207461378649204,-0.9620854273682866,1.0,0.1573459940529269,-0.9886219937261972,0,0,1,0,0,0,0,0,0,1,0,0,1
1,0.7081788102778006,0.4643991545830653,-0.5139528786288754,0.6329702508357182,0.0329747460424659,1.4364329525719548,1,0,0,0,0,0,0,0,0,0,1,0,0
1,1.411714286413108,-1.141789556320314,-0.4105376750736265,0.90380221735889,0.2539838304191587,-1.0788888922283475,0,0,1,0,0,0,0,0,0,0,0,1,1
0,-1.402427618128122,1.5788443454636498,0.6925578295156931,0.1346691998749428,0.0,0.4782151069337444,1,0,0,0,0,0,1,0,0,0,0,0,3
0,-1.402427618128122,-0.7315696533736086,-1.582576648699779,1.0,0.0,0.0477114371542586,0,0,1,0,0,0,1,0,0,0,0,0,0
1,0.0046433341424929,-1.7245966911621449,1.5888229269945155,0.6337246338471898,0.0,1.1152911021316123,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0.0046433341424929,-0.6821351196147032,0.4857274224051959,0.1738188114763955,0.149184526206802,-1.6152825775584327,0,0,1,0,0,1,0,0,0,0,0,0,0
1,-0.6988921419928146,0.1938101276922152,-0.0313485953710478,0.3654051610110387,0.4126117197915128,0.7108259607662086,0,1,0,0,0,0,0,0,0,0,0,1,1
1,1.411714286413108,-1.7514821393468127,-0.9276136928498704,0.5378035160289556,0.3557733544917896,-1.3010843346951788,0,0,0,1,0,0,0,0,0,1,0,0,0
0,0.0046433341424929,-0.7012151151005965,0.1065383427026172,0.5449125321661337,0.0,0.1779040792246676,0,0,0,1,0,0,1,0,0,0,0,0,2
1,0.0046433341424929,0.5840827626309414,-1.47916144514453,0.4457645559269858,0.4230123272742403,0.7611671157001001,0,0,1,0,1,0,0,0,0,0,0,0,0
